Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№31704934151;Прочие;Право заключения договора на выполнение работ «Разработка и проведение нагрузочного тестирования ЕОС-Закупки» в рамках проекта «Оптимизация производительности ЕОС-Закупки»;;;1;Право заключения договора на выполнение работ «Разработка и проведение нагрузочного тестирования ЕОС-Закупки» в рамках проекта «Оптимизация производительности ЕОС-Закупки»;4863083.33;RUB;;;;;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;"Государственная корпорация по атомной энергии ""Росатом""";;24.03.2017;24.03.2017;Работа комиссии;;24.03.2017;04.04.2017;
44-ФЗ;№0101100009317000006;Запрос котировок;Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;;'171027410223702750100100040016209242';;;110000.00;RUB;;;;;62.09.10.000: Услуги по установке компьютеров и периферийного оборудования;62.09.10.000: Услуги по установке компьютеров и периферийного оборудования;ТЕРРИТОРИАЛЬНЫЙ ОРГАН ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗДРАВООХРАНЕНИЯ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН;ТЕРРИТОРИАЛЬНЫЙ ОРГАН ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗДРАВООХРАНЕНИЯ ПО РЕСПУБЛИКЕ БАШКОРТОСТАН;10.03.2017;20.03.2017;Работа комиссии;;13.03.2017;20.03.2017;
223-ФЗ;№31704897461;Закупка у единственного поставщика (подрядчика, исполнителя);Оказание услуг по размещению информации в информационной системе;;;1;Оказание услуг по размещению информации в информационной системе;270000.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР ВОРОНЕЖСКОЙ ОБЛАСТИ""";;16.03.2017;16.03.2017;Работа комиссии;;16.03.2017;;
223-ФЗ;№31704882529;Закупка у единственного поставщика (подрядчика, исполнителя);"907-U270-17/63 Приобритение прав на использование информационно-аналитической системы ""Распределенная система планирования и бюджетирования"" для нужд АО ""ТВЭЛ""";;;1;"907-U270-17/63 Приобритение прав на использование информационно-аналитической системы ""Распределенная система планирования и бюджетирования"" для нужд АО ""ТВЭЛ""";3789469.76;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТВЭЛ""";;13.03.2017;13.03.2017;Работа комиссии;;13.03.2017;;
44-ФЗ;№0301300335617000029;Запрос котировок;Оказание услуг в области информационных технологий;;'172025601755702560100101610396202244';;;223250.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН БЕЛОРЕЦКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН БЕЛОРЕЦКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА;01.03.2017;10.03.2017;Работа комиссии;;02.03.2017;10.03.2017;
223-ФЗ;№31704872101;Прочие;Техническое обслуживание и развитие специализированного программного обеспечения;;;1;Техническое обслуживание и развитие специализированного программного обеспечения;3993625.08;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕЛЕВИЗИОННЫЙ ТЕХНИЧЕСКИЙ ЦЕНТР ""ОСТАНКИНО""";;09.03.2017;09.03.2017;Работа комиссии;;09.03.2017;15.03.2017;
223-ФЗ;№31704849286;Прочие;ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ И ЛИЦЕНЗИИ;;;1;ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ И ЛИЦЕНЗИИ;82600.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"Общество с ограниченной ответственностью ""Газпром газораспределение Йошкар-Ола""";;02.03.2017;02.03.2017;Работа комиссии;;02.03.2017;14.03.2017;
223-ФЗ;№31704840190;Открытый конкурс;Закупка программного обеспечения для нужд АО «Химки-СМИ» в 2017 г.;;;1;Закупка программного обеспечения для нужд АО «Химки-СМИ» в 2017 г.;35000.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМКИ-СМИ""";;28.02.2017;28.02.2017;Работа комиссии;;28.02.2017;22.03.2017;
223-ФЗ;№31704821069;Закупка у единственного поставщика (подрядчика, исполнителя);"неисключительные права (неисключительная лицензия) на программное обеспечение ""Акцент-жилинспектор"" для комплексной автоматизации ГЖИ РК и её интеграции с ИСППР и ГИС ""ЖКХ""";;;1; неисключительные права (неисключительная лицензия) на программное обеспечение «Акцент – жилинспектор» для комплекснойавтоматизации деятельности ГЖИ РК и её интеграции с ИСППР и ГИС «ЖКХ».   ;2000000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"Государственное автономное учреждение Республики Карелия ""Карельский информационно-аналитический центр интегральной системы ресурсного мониторинга""";;21.02.2017;21.02.2017;Работа комиссии;;21.02.2017;;
223-ФЗ;№31704796380;Прочие;приобретение антивирусного программного обеспечения и технической поддержки к ней, сроком на 3 года для нужд ПАО «Т Плюс» (781692);;;1;приобретение антивирусного программного обеспечения и технической поддержки к ней, сроком на 3 года для нужд ПАО «Т Плюс»;17700000.00;RUB;;;;;62.02.3: Услуги по технической поддержке информационных технологий;62.02.3: Услуги по технической поддержке информационных технологий;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";;15.02.2017;20.02.2017;Работа комиссии;;15.02.2017;27.02.2017;
223-ФЗ;№31704777249;Прочие;Право заключения договора на оказание услуг по технической поддержке программного обеспечения «АСТРА-НОВА» для нужд АО «Атомэнергопроект» (лот №073 ИТ/ЗЦ-017);;;1;Право заключения договора на оказание услуг по технической поддержке программного обеспечения «АСТРА-НОВА» для нужд АО «Атомэнергопроект»;1628555.75;RUB;;;;;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМЭНЕРГОПРОЕКТ""";;10.02.2017;16.02.2017;Работа комиссии;;10.02.2017;27.02.2017;
223-ФЗ;№31704791472;Прочие;"0208-2017-00084. Оказание информационных услуг по сопровождению электронного периодического справочника ""Система ГАРАНТ""";;;1;"0208-2017-00084. Оказание информационных услуг по сопровождению электронного периодического справочника ""Система ГАРАНТ""";1385917.28;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АВТОМАТИКИ И ГИДРАВЛИКИ""";;14.02.2017;14.02.2017;Работа комиссии;;14.02.2017;27.02.2017;
223-ФЗ;№31704790558;Запрос котировок;Оказание информационных услуг с использованием экземпляров систем КонсультантПлюс;;;1;Оказание информационных услуг с использованием экземпляров систем КонсультантПлюс;590000.00;RUB;;;;;"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЕНСНАБ""";;14.02.2017;14.02.2017;Работа комиссии;;14.02.2017;22.02.2017;
223-ФЗ;№31704759067;Прочие;Запрос предложений в электронной форме № ЗПэ-МСП-ЦКПИТ-17-0012 на оказание услуг по обеспечению сервиса гарантированного  функционирования программно-технического комплекса АСУ ОД ТК на базе приложений и системной платформы Oracle.;;;1;Оказание услуг по обеспечению сервиса гарантированного функционирования программно-технического комплекса АСУ ОД ТК  на базе приложений и системной платформы Oracle;35000000.00;RUB;;;;;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ПО ПЕРЕВОЗКЕ ГРУЗОВ В КОНТЕЙНЕРАХ ""ТРАНСКОНТЕЙНЕР""";;07.02.2017;07.02.2017;Работа комиссии;;07.02.2017;16.02.2017;
223-ФЗ;№31704737748;Прочие;Предоставление простого неисключительного права (простой не исключительной Лицензии) на инсталляцию, доступ и использование программного обеспечения.;;;1;Предоставление простого неисключительного права (простой не исключительной Лицензии) на инсталляцию, доступ и использование программного обеспечения.;996309.00;RUB;;;;;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРАЖДАНСКИЕ САМОЛЕТЫ СУХОГО""";;31.01.2017;31.01.2017;Работа комиссии;;31.01.2017;09.02.2017;
223-ФЗ;№31704710781;Закупка у единственного поставщика (подрядчика, исполнителя);"Оказание услуг по сопровождению информационно-справочной системы ""Техэксперт""";;;1;"Оказание услуг по сопровождению информационно-справочной системы ""Техэксперт""";482900.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"Закрытое акционерное общество ""Газпром инвест Юг""";;27.01.2017;27.01.2017;Работа комиссии;;27.01.2017;;
223-ФЗ;№31704674242;Закупка у единственного поставщика (подрядчика, исполнителя);"Выполнение работ по сопровождению (техническому обслуживанию) программных продуктов ""1С:Предприятие"", принадлежащих ФГБНУ КНИИХП на праве собственности";;;1;"Выполнение работ по сопровождению (техническому обслуживанию) программных продуктов ""1С:Предприятие"", принадлежащих ФГБНУ КНИИХП на праве собственности";110400.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""КРАСНОДАРСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ХРАНЕНИЯ И ПЕРЕРАБОТКИ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ПРОДУКЦИИ""";;17.01.2017;17.01.2017;Работа комиссии;;17.01.2017;;
223-ФЗ;№31704671962;Прочие;Аукцион в электронной форме на право заключения договора на оказание услуг по сервисному сопровождению лабораторной информационной систем (ЛИС) АЛТЭЙ;;;1;Оказание услуг по сервисному сопровождению лабораторной информационной систем (ЛИС) АЛТЭЙ;1037875.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"Государственное бюджетное учреждение здравоохранения города Москвы ""Городская поликлиника № 220 Департамента здравоохранения города Москвы""";;16.01.2017;16.01.2017;Работа комиссии;;16.01.2017;06.02.2017;
223-ФЗ;№31704671083;Закупка у единственного поставщика (подрядчика, исполнителя);Информационная система-сертификат ключа проверки электронной связи;;;1;Информационная система-сертификат ключа проверки электронной подписи;5250.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНО-ИССЛЕДОВАТЕЛЬСКОЕ УЧРЕЖДЕНИЕ ""РОССИИЙСКИЙ ИНСТИТУТ ИСТОРИИ ИСКУССТВ""";;16.01.2017;16.01.2017;Работа комиссии;;16.01.2017;;
223-ФЗ;№31704666923;Прочие;Открытый конкурс в электронной форме на право заключить договор оказания услуг по поставке контрольно-кассовой техники, ее обслуживанию, подключению, а также передаче ОФД посредством поставленного товара;;;1;Оказание услуг по поставке контрольно-кассовой техники, подключению ее к единой системе и обработке фискальных данных, передаваемых с помощью поставленного товара;1500000.00;RUB;;;;;63.9: Услуги информационные прочие;63.9: Услуги информационные прочие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАССАЖИРСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ №2""";;13.01.2017;13.01.2017;Работа комиссии;;13.01.2017;03.02.2017;
44-ФЗ;№0361300003316000110;Запрос котировок;Передача неисключительных прав использования  (простая неисключительная лицензия) электронной базы данных, содержащей актуальную консультационную и нормативно-правовую информацию по основным направлениям деятельности экономистов медицинских организаций.;;;;;52100.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САХАЛИНСКОЙ ОБЛАСТИ ""НОГЛИКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САХАЛИНСКОЙ ОБЛАСТИ ""НОГЛИКСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";30.12.2016;13.01.2017;Работа комиссии;;30.12.2016;13.01.2017;
223-ФЗ;№31704645760;Закупка у единственного поставщика (подрядчика, исполнителя);комплексное информационно-расчетное обслуживание;;;1;Комплекс информационно-расчетных услуг;620000.00;RUB;;;;;63: Услуги в области информационных технологий;63: Услуги в области информационных технологий;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ДИВЕЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ""ДИВЕЕВСКОЕ ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО""";;09.01.2017;09.01.2017;Работа комиссии;;09.01.2017;;
44-ФЗ;№0311300298816000128;Электронный аукцион;Оказание информационных услуг с использованием экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с установленными у заказчика экземплярами Систем КонсультантПлюс  для нужд  ГАУЗ «Городская больница № 11» г. Казани.;;;;;70488.30;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 11"" Г.КАЗАНИ";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 11"" Г.КАЗАНИ";30.12.2016;09.01.2017;Работа комиссии;;30.12.2016;09.01.2017;
