Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0134300097524000003;Электронный аукцион;Услуги по подготовке и размещению информационных материалов о деятельности администрации города Иркутска в периодическом печатном издании для пенсионеров;;'243380813127138080100100050010000244';;;500400.00;RUB;;;;;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;АДМИНИСТРАЦИЯ ГОРОДА ИРКУТСКА;КОМИТЕТ ПО ЭКОНОМИКЕ И СТРАТЕГИЧЕСКОМУ ПЛАНИРОВАНИЮ АДМИНИСТРАЦИИ ГОРОДА ИРКУТСКА;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0318300009224000013;Электронный аукцион;Допоставка экземпляров в комплект Систем КонсультантПлюс, а также услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) дополнительных экземпляров и услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);;'243233400658023340100100120016399244';;;235720.98;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАНЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАНЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";19.01.2024;29.01.2024;Работа комиссии;;19.01.2024;29.01.2024;
223-ФЗ;№32413224183;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;"210953_Лицензирование прикладного программного обеспечения для АО ""ТГК-11""";;;1;"Лицензирование прикладного программного обеспечения для АО ""ТГК-11""";798480.00;RUB;;;;;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ  КОМПАНИЯ №11""";;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;07.02.2024;
223-ФЗ;№32413225386;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Выполнение работ по сопровождению и модернизации программных продуктов 1С: Управление холдингом 8 и 1С: Зарплата и управление персоналом 8;;;1;Выполнение работ по сопровождению и модернизации программных продуктов 1С: Управление холдингом 8 и 1С: Зарплата и управление персоналом 8;5061568.83;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ПО ФОРМИРОВАНИЮ КОМПЛЕКСНОЙ СИСТЕМЫ ОБРАЩЕНИЯ С ТВЕРДЫМИ КОММУНАЛЬНЫМИ ОТХОДАМИ ""РОССИЙСКИЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР""";;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;06.02.2024;
44-ФЗ;№0190200000324000506;Электронный аукцион;Оказание услуг по сопровождению государственной информационной системы обеспечения градостроительной деятельности Ямало-Ненецкого автономного;;'242890101831189010100100080016203244';;;7370000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ДЕПАРТАМЕНТ СТРОИТЕЛЬСТВА И ЖИЛИЩНОЙ ПОЛИТИКИ ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0348200086524000004;Электронный аукцион;"Оказание услуг по технической поддержке системы LEAD WMS SE версия Фарм для нужд ГБУ МО ""МОСОБЛМЕДСЕРВИС"" на 2024 г.";;'242775152712150360100100490016201244';;;951279.96;RUB;;;;;62.01.1: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.10.000-00000003: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛМЕДСЕРВИС""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСОБЛМЕДСЕРВИС""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;;06.02.2024;
44-ФЗ;№0121500000324000003;Запрос котировок в электронной форме;Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;;'242263622076726360100100120026203244';;;346720.99;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;МИНИСТЕРСТВО МОЛОДЕЖНОЙ ПОЛИТИКИ СТАВРОПОЛЬСКОГО КРАЯ;МИНИСТЕРСТВО МОЛОДЕЖНОЙ ПОЛИТИКИ СТАВРОПОЛЬСКОГО КРАЯ;22.01.2024;29.01.2024;Работа комиссии;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;22.01.2024;29.01.2024;
44-ФЗ;№0372200030624000005;Электронный аукцион;Оказание услуг по техническому обслуживанию и сопровождению Медицинской и Лабораторной информационной системы «Ариадна» для нужд СПб ГБУЗ «Городская поликлиника №74» в 2024 году;;'242781801218278430100100510016209244';;;2793736.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №74""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №74""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0816500000624000254;Электронный аукцион;Оказание услуг по сопровождению, администрированию в части расширения числа рабочих мест программы для ЭВМ, Учет и администрирование поступлений в бюджетную систему (Администратор Д) с предоставлением неисключительных (пользовательских) прав на использование;;'242143519667114350100100050016209242';;;2080900.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;ЦЕНТРАЛЬНЫЙ АППАРАТ ПО ОРГАНИЗАЦИОННОМУ ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ МИРОВЫХ СУДЕЙ В РЕСПУБЛИКЕ САХА (ЯКУТИЯ);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЦЕНТР ЗАКУПОК РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;07.02.2024;
44-ФЗ;№0304200020224000001;Электронный аукцион;"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Государственном казенном учреждении ""Кабардино-Балкарская противопожарно-спасательная служба"" экземплярами систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс)  для нужд Государственного казенного учреждения ""Кабардино-Балкарская противопожарно-спасательная служба""";;'242072500038207250100100090016203242';;;166243.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КАБАРДИНО-БАЛКАРСКАЯ ПРОТИВОПОЖАРНО-СПАСАТЕЛЬНАЯ СЛУЖБА""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КАБАРДИНО-БАЛКАРСКАЯ ПРОТИВОПОЖАРНО-СПАСАТЕЛЬНАЯ СЛУЖБА""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0342300007024000014;Запрос котировок в электронной форме;"Оказание услуг по восстановлению базы данных и сопровождению прикладного программного обеспечения АИС ""ИМЦ: Поликлиника"" для нужд государственного бюджетного учреждения здравоохранения Самарской области «Сызранская центральная городская и районная больница».";;'242632501420863250100100600010000244';;;249000.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""СЫЗРАНСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ И РАЙОННАЯ БОЛЬНИЦА""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""СЫЗРАНСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ И РАЙОННАЯ БОЛЬНИЦА""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;05.02.2024;
44-ФЗ;№0318200023024000002;Запрос котировок в электронной форме;Продление лицензий на антивирусное ПО Kaspersky Endpoint Security для бизнеса.;;'242231401745723140100100250036201244';;;71823.33;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ЛАБИНСКАЯ ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ЛАБИНСКАЯ ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ""";29.01.2024;29.01.2024;Подача заявок;;29.01.2024;05.02.2024;
44-ФЗ;№0190300000224000010;Электронный аукцион;"Оказание услуг по комплексному информационно-техническому сопровождению программных продуктов системы ""1С:Предприятие 8.3.""";;'243890103408889010100100140016203244';;;278135.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМПЛЕКСНЫЙ ЦЕНТР ПО ОБСЛУЖИВАНИЮ МУНИЦИПАЛЬНОЙ СИСТЕМЫ ОБРАЗОВАНИЯ ГОРОДА ЛАБЫТНАНГИ""";АДМИНИСТРАЦИЯ ГОРОДА ЛАБЫТНАНГИ;29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
44-ФЗ;№0387200021524000001;Электронный аукцион;Оказание услуг по адаптации и сопровождению экземпляров систем «КонсультантПлюс»;;'242860103283786010100100550016203244';;;578748.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ЮГОРСКИЙ ИНСТИТУТ РАЗВИТИЯ СТРОИТЕЛЬНОГО КОМПЛЕКСА""";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""ЮГОРСКИЙ ИНСТИТУТ РАЗВИТИЯ СТРОИТЕЛЬНОГО КОМПЛЕКСА""";29.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.01.2024;06.02.2024;
223-ФЗ;№32413224374;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;;;1;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;397800.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ НОВОУРАЛЬСКОГО ГОРОДСКОГО ОКРУГА ""ВОДОГРЕЙНАЯ КОТЕЛЬНАЯ""";;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;06.02.2024;
44-ФЗ;№0365300082124000001;Электронный аукцион;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс;;'243700100030270220100100210016203242';;;172423.33;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ОТДЕЛ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ АЛЕКСАНДРОВСКОГО РАЙОНА ТОМСКОЙ ОБЛАСТИ;МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ОТДЕЛ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ АЛЕКСАНДРОВСКОГО РАЙОНА ТОМСКОЙ ОБЛАСТИ;19.01.2024;29.01.2024;Работа комиссии;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;19.01.2024;29.01.2024;
44-ФЗ;№0184200000624000087;Электронный аукцион;Услуги по технической поддержке информационных технологий (оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию программы управления Интерактивным порталом службы занятости населения Ненецкого автономного округа);;'242830000576629830100100010016202244';;;297000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"КАЗЕННОЕ УЧРЕЖДЕНИЕ НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА ""ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ""";УПРАВЛЕНИЕ ГОСУДАРСТВЕННОГО ЗАКАЗА НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА;29.01.2024;29.01.2024;Подача заявок;;29.01.2024;08.02.2024;
44-ФЗ;№0833600000824000048;Запрос котировок в электронной форме;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс;;'243372801261737020100100070016311244';;;543840.00;RUB;;;;;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;ФИНАНСОВО-КАЗНАЧЕЙСКОЕ УПРАВЛЕНИЕ АДМИНИСТРАЦИИ ГОРОДА ИВАНОВА;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКУПКАМИ""";26.01.2024;29.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;02.02.2024;
