,id,name,url
924,330300051224000006,Оказание услуг по освещению вопросов местного значения деятельности Вологодской городской Думы Главы города Вологды  на сайте информационного агентства,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0330300051224000006
939,158500000324000006,Оказание услуг в средстве массовой информации на сайте в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0158500000324000006
966,158200002523000058,Оказание услуг по освещению деятельности Законодательного Собрания Ростовской области в средствах массовой информации на телеканалах и сайте сетевого издания в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0158200002523000058
1078,361200015024000111,Оказание услуг по подготовке и размещению материалов общественно значимой тематики на Интернетресурсах сайтах и в социальных сетях,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0361200015024000111
1090,32413200090,Оказание услуг по производству и размещению аналитических материалов о социальноэкономическом и общественнополитическом развитии ХантыМансийского автономного округа  Югры в Ханты  Мансийском автономном округе  Югре на сайте электронного периодического издания зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации специализирующегося на освещении экономических политических и социальных событий,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16275088
1093,133200004024000004,Оказание услуг по размещению информационных материалов о деятельности Ивановской областной Думы на сайте Исполнителя в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0133200004024000004
1094,32413200940,Оказание услуг по технической и информационной поддержке вебсайта,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16276127
1147,32413200087,Ежемесячные услуги по технической поддержке сайта государственного автономного учреждения культуры Саратовский государственный академический театр драмы имени ИАСлонова  wwwsaratovdramacom,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16275029
1160,32413199753,Выполнение работ по разработке сайта для акционерного общества Корпорация развития Республики Адыгея,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16274643
1170,32413199569,Оказание услуг по по поисковому продвижению сайта lkalmazovcentreru,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16274469
1218,32413198061,Оказание услуг по обслуживанию доработке и техническому сопровождению сайта httpsfrp74ru,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16269981
1246,32413197267,Оказание услуг по подготовке и размещению информационных материалов и сообщений об общественнополитическом социальноэкономическом и культурном развитии Вологодской области деятельности органов исполнительной государственной власти Вологодской области на информационном сайте  ИС,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16271372
1249,152300011924000045,Оказание услуг по изготовлению и размещению информационных материалов текстовых и фотоматериалов о деятельности Администрации города Омска социальноэкономическом и культурном развитии города Омска развитии его общественной инфраструктуры возникающих проблемах и иной официальной информации в региональном Омском периодическом печатном издании с дублированием на сайте в сети Интернет с анонсом на главной странице сайта в сети Интернет регионального Омского периодического печатного издания на региональной Омской публичной страницеаккаунте социальной сети регионального Омского периодического печатного издания Реестровый номер 12004624,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0152300011924000045
1268,102200001623004353,Оказание услуг по информационному освещению деятельности Народного Хурала Республики Бурятия на сайте сетевого издания,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0102200001623004353
1274,853500000323011852,Оказание услуги по освещению деятельности депутатов депутатских объединений комитетов Законодательного Собрания Оренбургской области на телевидении в социальных сетях на новостных сайтах радиостанциях,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0853500000323011852
1316,32413196079,Оказание услуги по технической поддержке и сопровождению официального сайта театра с доменным именем httpwwwtyuzspbru,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16269892
1318,32413195969,Оказание услуг по технической поддержке сайта kantetdistru,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16269763
1323,32413195795,Оказание услуг по технической поддержке сайта,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16269549
1324,32413194885,Оказание услуг по обслуживанию доработке и техническому сопровождению сайта httpsfrp74ru,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16247801
1338,32413194552,Оказание услуг по подготовке и размещению аналитических материалов о социальноэкономическом и общественнополитическом развитии ХантыМансийского автономного округа  Югры на сайте информационного агентства зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации освещающего экономические политические и социальные события,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16267970
1364,318300537423000374,Оказание услуг по обслуживанию и модернизации официальных сайтов администрации муниципального образования городкурорт Анапа,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0318300537423000374
1383,32413193241,Оказание услуги по консультированию  в части организации и обеспечения технической поддержки по развитию и наполнению сайта httpksckrasnru ФИЦ КНЦ СО РАН,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16266197
1416,152300011924000032,Оказание услуг по изготовлению и размещению информационных материалов текстовых и фотоматериалов на региональной Омской странице федерального периодического печатного издания с дублированием на региональной Омской странице сайта федерального периодического печатного издания в сети Интернет Реестровый номер 12002424,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0152300011924000032
1426,102200001623004286,Оказание услуг по информационному освещению деятельности Народного Хурала Республики Бурятия на сайте сетевого издания,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0102200001623004286
1436,32413191334,Оказание услуг по подготовке и размещению материалов о социальноэкономическом и общественнополитическом развитии ХантыМансийского автономного округа  Югры на сайте сетевого издания зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации распространяющего общественнополитическую информацию,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16263961
1447,32413190780,Оказание услуг по обслуживанию сайта Заказчика,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16263643
1452,32413191891,Оказание комплексных услуг по разработке фирменного стиля и графического решения логотип буклет брендбук с целью идентификации производимых МСП товаров и предоставление инжиниринговых цифровых технологий разработка сайта,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16264591
1467,152300011924000028,Оказание услуг по изготовлению и размещению информационных материалов текстовых и фотоматериалов на региональной странице федерального периодического печатного издания распространяемого на территории Омской области включая город Омск с дублированием на региональной Омской странице сайта федерального периодического печатного издания в сети Интернет Реестровый номер 12002824,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0152300011924000028
1482,119300022524000001,Оказание услуг технического сопровождения официального сайта Администрации города Шарыпово  gorodsharypovoru,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0119300022524000001
1492,32413187083,Оказание услуг по подготовке и размещению информационных материалов о социальноэкономическом и общественнополитическом развитии ХантыМансийского автономного округа  Югры на сайте федерального информационного агентства которое зарегистрировано в установленном законодательством РФ порядке в качестве средства массовой информации,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16262570
1505,32413186665,Оказание услуг по подготовке и размещению информационных материалов о социальноэкономическом и общественно политическом развитии ХантыМансийского автономного округа  Югры на сайте сетевого издания зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации распространяющего общественнополитическую социальноэкономическую и культурнопросветительскую информацию,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16261966
1530,32413186646,Выполнение работ по поддержке сайта СмолГУ,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16261891
1565,152300011924000022,Оказание услуг по изготовлению и размещению информационных материалов текстовых и фотоматериалов на региональной Омской странице сайта федерального периодического печатного издания в сети Интернет с дублированием не менее чем на двух региональных Омских публичных страницахаккаунтах социальных сетей федерального периодического печатного издания в сети Интернет Реестровый номер 12002324,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0152300011924000022
1569,32413185018,Оказание услуг по технической поддержке Кольца сайтов Федерального государственного унитарного предприятия Главное производственнокоммерческое  управление  по обслуживанию дипломатического корпуса при Министерстве иностранных дел Российской Федерации,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16259904
1574,152300011923001851,Оказание услуг по изготовлению и размещению информационных материалов текстовых и фотоматериалов в региональном Омском периодическом печатном издании с дублированием на сайте в сети Интернет с анонсом на главной странице сайта в сети Интернет на региональной Омской публичной страницеаккаунте социальной сети сайта в сети Интернет Реестровый номер 12184523,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0152300011923001851
1581,152300011923001841,Оказание услуг по изготовлению и размещению информационных материалов текстовых и фотоматериалов на региональной Омской странице  федерального периодического печатного издания с дублированием на региональной Омской странице сайта федерального периодического печатного издания в сети Интернет с анонсом на главной региональной Омской странице сайта федерального периодического печатного издания в сети Интернет в двух периодических печатных изданиях распространяемых на территории города Омска Реестровый номер 12184923,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0152300011923001841
1590,102200001623004338,Оказание услуг по информационному освещению деятельности Народного Хурала Республики Бурятия на сайте сетевого издания,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0102200001623004338
1605,32413183591,Оказание услуг по производству и размещению аналитических материалов о социальноэкономическом общественнополитическом развитии ХантыМансийского автономного округа  Югры на сайте информационного агентства зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации распространяющего общественнополитическую и экономическую информацию,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16258196
1640,328300032823000946,Оказание услуг по техническому сопровождению и поддержке Корпоративного портала и Официального сайта органов местного самоуправления города Владимира,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0328300032823000946
1675,32413181254,Обслуживание сайта учреждения,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16255148
1738,152300011923001839,Оказание услуг по изготовлению и размещению  информационных материалов текстовых и фотоматериалов на региональной Омской странице сайта средства массовой информации информационного агентства или сетевого издания в сети Интернет с анонсом на главной странице сайта в сети Интернет с дублированием не менее чем на двух региональных Омских публичных страницахаккаунтах социальных сетей сайта в сети Интернет Реестровый номер 12183823,https://zakupki.gov.ru//epz/order/notice/ok20/view/common-info.html?regNumber=0152300011923001839
1800,32413178041,Оказание услуг по сопровождению и развитию сайта НИИ кардиологии Томского НИМЦ,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16251315
1821,32413178286,Оказание услуг по обслуживанию сайта Заказчика httpstyleekbru продлению доменного имени сайта и оказания услуг хостинга,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16251662
1878,372200082523000117,Оказание услуг по техническому обслуживанию сайта для нужд СПб ГБУЗ Государственная стоматологическая поликлиника  2,https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0372200082523000117
1910,32413176434,Услуги по техническому сопровождению сайта,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16249297
1928,853500000323011723,Оказание услуги по освещению деятельности депутатов депутатских объединений комитетов Законодательного Собрания Оренбургской области на областном телевидении в социальных сетях на новостном сайте,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0853500000323011723
1944,173100014423000037,Оказание услуг по технической поддержке официального сайта,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0173100014423000037
2029,32413174505,Оказание услуг по технической поддержке и информационному сопровождению официального сайта ООО Жилкомсервис 2 Пушкинского района в сети интернет по адресу httpжкс2пушкинрф,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16246848
2051,342300000123001987,Оказание услуг по сопровождению и поддержанию функционирования сайта Администрации городского округа Самара,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0342300000123001987
2133,368500000623000076,Оказание услуг по сопровождению и техническому обслуживанию интернет сайта продление доменного имени предоставление хостинга,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0368500000623000076
2239,130200001723000121,Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области на сайте информационного агентства в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0130200001723000121
2240,130200001723000122,Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области на сайте информационного агентства или сетевого издания в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0130200001723000122
2241,130200001723000123,Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области на сайте сетевого издания в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0130200001723000123
2244,130200001723000124,Оказание услуг по освещению деятельности Законодательного Собрания Вологодской области на сайте сетевого издания в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0130200001723000124
2411,32413166462,Оказание услуг по продлению регистрации домена uralsudmedru и предоставлению услуг хостинга для официального сайта ГАУЗ СО БСМЭ,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16236407
2542,718200000423000093,Услуги по информационному сопровождению и технической поддержке сайта,https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0718200000423000093
2556,32413165042,Доступ к обновлениям программных продуктов системы 1С Предприятие на сайте httpsportal1cru,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16234573
2628,134300097523001319,оказание услуг по информационному освещению деятельности Думы города Иркутска на сайте информационного агентства,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0134300097523001319
2636,134300097523001321,Оказание услуг по информационному освещению деятельности Думы города Иркутска на сайте информационного агентства,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0134300097523001321
2652,373100108123000722,Оказание услуг по предоставлению хостинга и услуги поддержки и продвижения сайтов для филиалов ФГБУ НМИЦ РК Минздрава России,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0373100108123000722
2677,32413163288,Оказание услуг по продвижению сайта,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16232121
2826,32413160197,Оказание услуг по освещению деятельности органов местного самоуправления ОреховоЗуевского городского округа на интернетсайте сетевого издания в 2024 году,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16228161
2842,318200051323000074,Оказание услуг по информационному сопровождению и технической поддержке сайта,https://zakupki.gov.ru//epz/order/notice/ea20/view/common-info.html?regNumber=0318200051323000074
2914,32413156151,Услуги по сопровождению сайта театра и билетной части,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16223280
2937,318300039523000220,Оказание услуг по освещению деятельности администрации и Совета муниципального образования Новокубанский район посредством создания и размещения информации на сайте информационного агентства в информационнотелекоммуникационной сети Интернет,https://zakupki.gov.ru//epz/order/notice/zk20/view/common-info.html?regNumber=0318300039523000220
3001,32413155148,Техническое сопровождение программного обеспечения интернетсайта wwwfilarmru консультационные услуги по вопросам эксплуатации и оптимизации ресурса,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16222163
3008,32313154670,работы по техническому обслуживанию и поддержке сайта  Сетевого издания Онлайн47ру online47ru,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16221612
3018,32313154115,Оказание услуг по сопровождению и технической поддержке сайта,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16221014
3022,32313154070,ОТКРЫТЫЙ КОНКУРС В ЭЛЕКТРОННОЙ ФОРМЕ  1123223ЭФСМП Оказание услуг по разработке доработке и обслуживанию сайта ФГБОУ ВО ВолгГМУ Минздрава России,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16220959
3024,32313153987,Оказание услуг по информационному сопровождению и продвижению информационного ресурса в виде сайта Интернетпортала Сады Русского музея в 2024 году,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16220857
3171,32313150342,Оказание услуг по выгрузке данных из 1С на сайт ГИС ЖКХ на 12 месяцев,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16216560
3172,32313150330,Право заключения договора оказания услуг по системному администрированию и техническому обслуживанию компьютерной и иной оргтехники техническому обслуживанию и поддержке вебсайта,https://zakupki.gov.ru//epz/order/notice/notice223/common-info.html?noticeInfoId=16216488
