Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0853500000324000139;Электронный аукцион;на оказание услуги по информационно-консультационному обслуживанию;;'242564600757856460100100050016203244';;;130854.02;RUB;;;;;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ОРЕНБУРГСКОЙ ОБЛАСТИ ""СОЛЬ-ИЛЕЦКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ОРЕНБУРГСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";26.01.2024;26.01.2024;Подача заявок;;26.01.2024;05.02.2024;
44-ФЗ;№0318200034824000001;Запрос котировок в электронной форме;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;;'242232801076523280100100400016202244';;;48270.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ВЫСЕЛКОВСКИЙ СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ВЫСЕЛКОВСКИЙ СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;02.02.2024;
44-ФЗ;№0129300016724000007;Электронный аукцион;Оказание услуг по подготовке и размещению информационных материалов о деятельности администрации городского округа - город Волжский Волгоградской области на сайте;;'243343511001134350100100040016311244';;;648000.00;RUB;;;;;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА - ГОРОД ВОЛЖСКИЙ ВОЛГОГРАДСКОЙ ОБЛАСТИ;26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;05.02.2024;
44-ФЗ;№0373200113424000060;Электронный аукцион;"Электронный аукцион на оказание услуг по сервисному сопровождению прикладной системы ""Автоматизированная информационная система трансфузиологии для г.Москвы (АИСТ-М)"" для нужд ОПК ГБУЗ «ГКБ имени Е.О. Мухина ДЗМ» (среди СМП)";;'242772008035577200100100630010000244';;;658019.33;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ - 100%;26.01.2024;06.02.2024;
44-ФЗ;№0318200011624000001;Запрос котировок в электронной форме;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8».;;'242233401678023340100100050016202244';;;48270.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""КАНЕВСКОЙ СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""КАНЕВСКОЙ СОЦИАЛЬНО-РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ НЕСОВЕРШЕННОЛЕТНИХ""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;02.02.2024;
223-ФЗ;№32413217446;Прочие;"Оказание услуг по предоставлению доступа к справочно-правовой системе ""Консультант плюс""";;;1;"Оказание услуг по предоставлению доступа к справочно-правовой системе ""Консультант плюс""";412095.60;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА СЕВАСТОПОЛЯ ""СЕВЭЛЕКТРОАВТОТРАНС ИМ. А.С.КРУПОДЁРОВА""";;26.01.2024;26.01.2024;Подача заявок;;26.01.2024;05.02.2024;
44-ФЗ;№0853500000324000130;Электронный аукцион;Оказание услуг по размещению и обслуживанию социального транспортного приложения в составе универсальной карты жителя Оренбургской области;;'242561009139056100100100190016311323';;;354750.00;RUB;;;;;63.11.11.000: Услуги по обработке данных;63.11.11.000: Услуги по обработке данных;МИНИСТЕРСТВО СТРОИТЕЛЬСТВА, ЖИЛИЩНО-КОММУНАЛЬНОГО, ДОРОЖНОГО ХОЗЯЙСТВА И ТРАНСПОРТА ОРЕНБУРГСКОЙ ОБЛАСТИ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ОРЕНБУРГСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";26.01.2024;26.01.2024;Подача заявок;;26.01.2024;05.02.2024;
44-ФЗ;№0338200000424000002;Электронный аукцион;Оказание услуг по информационному обеспечению при помощи справочно-правовых систем (2024 г.);;'242410109739541010100100030016399244';;;214271.86;RUB;;;;;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АВТОБАЗА АДМИНИСТРАЦИИ ГУБЕРНАТОРА КАМЧАТСКОГО КРАЯ""";"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АВТОБАЗА АДМИНИСТРАЦИИ ГУБЕРНАТОРА КАМЧАТСКОГО КРАЯ""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;05.02.2024;
44-ФЗ;№0806300010124000007;Электронный аукцион;"Оказание услуг по технической поддержке информационных технологий (электронный периодический справочник ""Система Гарант"" (закупка товаров, работ, услуг в сфере информационно-коммуникационных технологий в соответствии с Постановлением Администрации КГО от 12.11.2019 г. №1169).";;'243100401032210040100101800016311242';;;181500.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНОЙ СОБСТВЕННОСТЬЮ КОСТОМУКШСКОГО ГОРОДСКОГО ОКРУГА""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""МУНИЦИПАЛЬНЫЕ ЗАКУПКИ КОСТОМУКШСКОГО ГОРОДСКОГО ОКРУГА""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;05.02.2024;
44-ФЗ;№0862300001824000001;Электронный аукцион;Оказание услуг по годовому сопровождению и поставке обновлений, ранее установленной программы для ЭВМ ПО «Эльпас» (Модули по предоставлению компенсаций расходов и субсидий на оплату жилого помещения и коммунальных услуг) в 2024 году;;'243661203156766120100100010016201242';;;1873998.00;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РАСЧЕТНЫЙ ЦЕНТР ГОРОДА КАМЕНСКА-УРАЛЬСКОГО""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РАСЧЕТНЫЙ ЦЕНТР ГОРОДА КАМЕНСКА-УРАЛЬСКОГО""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;05.02.2024;
44-ФЗ;№0301500001024000001;Электронный аукцион;Оказание услуг, обеспечивающих эффективную эксплуатацию персоналом ГБУЗ РМГЦ Государственной информационной системы в сфере здравоохранения Республики Башкортостан;;'242027591301202750100100230016202244';;;571028.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКАНСКИЙ МЕДИКО-ГЕНЕТИЧЕСКИЙ ЦЕНТР;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКАНСКИЙ МЕДИКО-ГЕНЕТИЧЕСКИЙ ЦЕНТР;19.01.2024;26.01.2024;Подача заявок;;;05.02.2024;
223-ФЗ;№32413216845;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;оказание услуг по предоставлению доступа к электронному журналу  «Справочник специалиста по охране труда» ;;;1;оказание услуг по предоставлению доступа к электронному журналу  «Справочник специалиста по охране труда» ;14784.00;RUB;;;;;63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МЕЛИОРАЦИИ ЗЕМЕЛЬ И СЕЛЬСКОХОЗЯЙСТВЕННОГО ВОДОСНАБЖЕНИЯ ПО САРАТОВСКОЙ ОБЛАСТИ""";;26.01.2024;26.01.2024;Подача заявок;;26.01.2024;02.02.2024;
44-ФЗ;№0342200011524000001;Запрос котировок в электронной форме;"Оказание услуг по сопровождению системы ""Консультант плюс"" для нужд Государственного бюджетного учреждения здравоохранения ""Тольяттинский кожно-венерологический диспансер"" Самарской области";;'242632000113163240100100100016203244';;;207981.40;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКИЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКИЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;02.02.2024;
223-ФЗ;№32413202173;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Оказание услуг по передачи неисключительных прав (продление лицензии) на использование установленного программного обеспечения Kaspersky Endpoint Security для бизнеса;;;1;Оказание услуг по передачи неисключительных прав (продление лицензии) на использование установленного программного обеспечения Kaspersky Endpoint Security для бизнеса;163800.00;RUB;;;;;62.01.29: Оригиналы программного обеспечения прочие;62.01.29: Оригиналы программного обеспечения прочие;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ Г.ИРКУТСКА ""ИРКУТСКАВТОДОР""";;23.01.2024;26.01.2024;Подача заявок;;23.01.2024;31.01.2024;
44-ФЗ;№0818500002524000001;Запрос котировок в электронной форме;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;;'242236001344023600100100260016202244';;;48270.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ - УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ В ПАВЛОВСКОМ РАЙОНЕ;ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ - УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ В ПАВЛОВСКОМ РАЙОНЕ;26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;02.02.2024;
223-ФЗ;№32413217216;Прочие;Услуга по предоставлению сертификата на техническую поддержку программного продукта  «ПАРУС-Бюджет 8» ;;;1;Услуга по предоставлению сертификата на техническую поддержку программного продукта  «ПАРУС-Бюджет 8» ;96540.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ТБИЛИССКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";;26.01.2024;26.01.2024;Работа комиссии;;26.01.2024;;
44-ФЗ;№0339300067824000003;Электронный аукцион;"оказание услуг по продлению неисключительного  права использования электронной базы данных Электронной  системы ""Госзаказ"" через сеть Интернет";;'243422800524342280100100170016209242';;;50428.33;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ГРАЖДАН ПОЖИЛОГО ВОЗРАСТА И ИНВАЛИДОВ ТАШТАГОЛЬСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ГРАЖДАН ПОЖИЛОГО ВОЗРАСТА И ИНВАЛИДОВ ТАШТАГОЛЬСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ""";26.01.2024;26.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;26.01.2024;05.02.2024;
