Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота;Начальная (максимальная) цена контракта;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0318300039824000012;Электронный аукцион;Оказание услуг по сопровождению программного обеспечения автоматизированной системы оперативного управления диспетчерской службой скорой медицинской помощи (АСОУ ДС СМП) в 2024 году.;;'243235100795423510100100260016202244';;;296000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТБИЛИССКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТБИЛИССКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;31.01.2024;
223-ФЗ;№32413204509;Прочие;Оказание услуг по сопровождению используемого Электронного периодического  справочника «Система ГАРАНТ» ;;;1;Оказание услуг по сопровождению используемого Электронного периодического  справочника «Система ГАРАНТ»;165506.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""БАЛАКОВСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ""";;23.01.2024;23.01.2024;Подача заявок;;23.01.2024;31.01.2024;
223-ФЗ;№32413204984;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Техническая поддержка и сопровождение специализированных комплексов видеообнаружения лесных пожаров и оперативного управления лесопожарными соединениями и межмуниципального маневрирования с выездами на места установки камер, техническое обслуживание ВКС, обеспечение первой линии технической поддержки в 2024 году;;;1;Техническая поддержка и сопровождение специализированных комплексов видеообнаружения лесных пожаров и оперативного управления лесопожарными соединениями и межмуниципального маневрирования с выездами на места установки камер, техническое обслуживание ВКС, обеспечение первой линии технической поддержки в 2024 году;17196800.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНОЕ ЛЕСОХОЗЯЙСТВЕННОЕ ОБЪЕДИНЕНИЕ""";;23.01.2024;23.01.2024;Подача заявок;;23.01.2024;31.01.2024;
44-ФЗ;№0815500000524000298;Запрос котировок в электронной форме;Оказание услуг по сопровождению ранее установленного у Заказчика Электронного периодического справочника «Система ГАРАНТ» в 2024 году;;'242212802040621300100100070020000242';;;130790.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;АДМИНИСТРАЦИЯ ГЛАВЫ ЧУВАШСКОЙ РЕСПУБЛИКИ;"КАЗЕННОЕ УЧРЕЖДЕНИЕ ЧУВАШСКОЙ РЕСПУБЛИКИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ЗАКУПОК ЧУВАШСКОЙ РЕСПУБЛИКИ""";23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;30.01.2024;
44-ФЗ;№0373100025724000007;Электронный аукцион;Поставка прав на программы для аппаратного комплекса UserGate D 500;;'241770500425477050100100120016201244';;;800696.68;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000: Оригиналы программного обеспечения прочие;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПИТАНИЯ, БИОТЕХНОЛОГИИ И БЕЗОПАСНОСТИ ПИЩИ;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПИТАНИЯ, БИОТЕХНОЛОГИИ И БЕЗОПАСНОСТИ ПИЩИ;23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;31.01.2024;
44-ФЗ;№0159300026124000002;Электронный аукцион;Услуги по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами систем КонсультантПлюс ;;'243620100094062010100100100026203244';;;150846.63;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ - ЕРМИШИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН РЯЗАНСКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ - ЕРМИШИНСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН РЯЗАНСКОЙ ОБЛАСТИ;23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;31.01.2024;
223-ФЗ;№32413204854;Прочие;"Предоставление доступа к информационному порталу ""Техэксперт"" ";;;1;"Предоставление доступа к информационному порталу ""Техэксперт""";902550.00;RUB;;;;;63.11.11.000: Услуги по обработке данных;63.11.11.000: Услуги по обработке данных;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-КАТАВСКИЙ ВАГОНОСТРОИТЕЛЬНЫЙ ЗАВОД""";;23.01.2024;23.01.2024;Подача заявок;;23.01.2024;31.01.2024;
223-ФЗ;№32413202417;Закупка у единственного поставщика (подрядчика, исполнителя);Техническое и информационное сопровождение СЭД МОГАУ «МФЦ»;;;1;Техническое и информационное сопровождение СЭД МОГАУ «МФЦ»;2607000.00;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"МАГАДАНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ""";;23.01.2024;23.01.2024;Работа комиссии;;23.01.2024;;
44-ФЗ;№0358300096024000002;Электронный аукцион;"Закупка услуг по сопровождению ранее установленного периодического справочника  (информационного продукта вычислительной техники/справочно-правовой системы), содержащего информацию о текущем состоянии законодательства Российской Федерации для ГБУ РО ""ЦРБ"" в Неклиновском районе на 2024 г.";;'242612300361261230100100100016202244';;;221995.20;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" В НЕКЛИНОВСКОМ РАЙОНЕ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" В НЕКЛИНОВСКОМ РАЙОНЕ";23.01.2024;23.01.2024;Подача заявок;;23.01.2024;31.01.2024;
44-ФЗ;№0318300018324000003;Электронный аукцион;Оказание информационных услуг с использованием Справочной Правовой Системы для нужд отдела по делам несовершеннолетних администрации муниципального образования Щербиновский район на 2024 год;;'243235800138023580100100120016202244';;;113111.02;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЩЕРБИНОВСКИЙ РАЙОН;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЩЕРБИНОВСКИЙ РАЙОН;23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;31.01.2024;
44-ФЗ;№0339300060824000003;Электронный аукцион;Услуги технической поддержки автоматизированной информационной системы долговременного ухода;;'243423700137242130100100160016209244';;;225000.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ"" МАРИИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ"" МАРИИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА";23.01.2024;23.01.2024;Подача заявок;;23.01.2024;01.02.2024;
44-ФЗ;№0158500000324000006;Открытый конкурс в электронной форме;"Оказание услуг в средстве массовой информации, на сайте в информационно-телекоммуникационной сети ""Интернет""";;'242616322495361630100100820026391244';;;4216000.00;RUB;;;;;63.91.12.000: Услуги информационных агентств, предоставляемые аудиовизуальным средствам массовой информации;63.91.12.000: Услуги информационных агентств, предоставляемые аудиовизуальным средствам массовой информации;МИНИСТЕРСТВО РЕГИОНАЛЬНОЙ ПОЛИТИКИ И МАССОВЫХ КОММУНИКАЦИЙ РОСТОВСКОЙ ОБЛАСТИ;МИНИСТЕРСТВО РЕГИОНАЛЬНОЙ ПОЛИТИКИ И МАССОВЫХ КОММУНИКАЦИЙ РОСТОВСКОЙ ОБЛАСТИ;23.01.2024;23.01.2024;Подача заявок;;;08.02.2024;
44-ФЗ;№0322300102524000001;Запрос котировок в электронной форме;Передача неисключительного права на использование программного обеспечения антивирусной защиты;;'243271800128327180100100050016201244';;;66523.20;RUB;;;;;62.01.29.000: Оригиналы программного обеспечения прочие;62.01.29.000-00000009:  Программное средство антивирусной защиты;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТЕХНИЧЕСКОЕ ОБЕСПЕЧЕНИЕ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ТЕХНИЧЕСКОЕ ОБЕСПЕЧЕНИЕ""";23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;30.01.2024;
44-ФЗ;№0221100003024000001;Электронный аукцион;"Оказание услуг по предоставлению сертификата технической поддержки ПК ""Модуль авторизации в Единой системе идентификации и аутентификации"" для нужд ТФОМС СК ";;'241263403311226340100100240016203244';;;60000.00;RUB;;;;;62.03.12.130: Услуги по сопровождению компьютерных систем;62.03.12.130: Услуги по сопровождению компьютерных систем;ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ СТАВРОПОЛЬСКОГО КРАЯ;ТЕРРИТОРИАЛЬНЫЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ СТАВРОПОЛЬСКОГО КРАЯ;23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;31.01.2024;
223-ФЗ;№32413204660;Прочие;оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс;;;1;оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс;689770.56;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЖИЛКОМСЕРВИС № 2 КРАСНОГВАРДЕЙСКОГО РАЙОНА""";;23.01.2024;23.01.2024;Подача заявок;;23.01.2024;31.01.2024;
44-ФЗ;№0358300096024000001;Электронный аукцион;"Закупка услуг по предоставлению сервисов сопровождения компонентов программного обеспечения медицинской информационной системы для ГБУ РО ""ЦРБ"" в Неклиновском районе на 2024 год";;'242612300361261230100100090016202244';;;2211799.92;RUB;;;;;62.02.30.000: Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" В НЕКЛИНОВСКОМ РАЙОНЕ";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РОСТОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" В НЕКЛИНОВСКОМ РАЙОНЕ";23.01.2024;23.01.2024;Подача заявок;;23.01.2024;31.01.2024;
44-ФЗ;№0372200063724000003;Электронный аукцион;"Сопровождение и модификация типовых программных продуктов и конфигураций автоматизированного бюджетного учета «Парус-Бюджет 7»: Модуль «Учёт продуктов питания»; Модуль «Учёт лекарственных средств» в 2024 году";;'242782700289678430100100030016202244';;;270400.00;RUB;;;;;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ САНАТОРИЙ ""ПИОНЕР"" (ПСИХОНЕВРОЛОГИЧЕСКИЙ)";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ САНАТОРИЙ ""ПИОНЕР"" (ПСИХОНЕВРОЛОГИЧЕСКИЙ)";23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;01.02.2024;
223-ФЗ;№32413204612;Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Выполнение работ по развитию цифровой платформы (мобильного приложения) для популяризации объектов культурного наследия и разработка иммерсивного трансмедийного спектакля с использованием аудиоконтента в качестве основного сюжетообразующего элемента;;;1;Выполнение работ по развитию цифровой платформы (мобильного приложения) для популяризации объектов культурного наследия и разработка иммерсивного трансмедийного спектакля с использованием аудиоконтента в качестве основного сюжетообразующего элемента;3815368.33;RUB;;;;;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГЛАВНОЕ ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ УПРАВЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ДИПЛОМАТИЧЕСКОГО КОРПУСА ПРИ МИНИСТЕРСТВЕ ИНОСТРАННЫХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";;23.01.2024;23.01.2024;Подача заявок;;23.01.2024;31.01.2024;
44-ФЗ;№0118300000624000007;Электронный аукцион;Оказание услуг по техническому обслуживанию и дополнительному сопровождению программного продукта «Единая система учета объектов и неналоговых доходов в Краснодарском крае» путем предоставления абонемента;;'243232901962623290100100070016209244';;;146300.00;RUB;;;;;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;АДМИНИСТРАЦИЯ КРАСНОСЕЛЬСКОГО ГОРОДСКОГО ПОСЕЛЕНИЯ ГУЛЬКЕВИЧСКОГО РАЙОНА;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГУЛЬКЕВИЧСКИЙ РАЙОН;23.01.2024;23.01.2024;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;23.01.2024;02.02.2024;
